君,9,音楽,11,ため息,4,大丈夫,4,,,,,コネコ,1,,,,,いま,12,Step,18,,,続く,18,白い,6,何故,2,くし,2,たつ,10,うまい,1,ちょっと,10,目,18,,,,
これ,7,景色,10,ストップ,4,無敵,4,,,,,サンタクロース,1,,,,,昨日,12,ゅ,18,,,夢見る,18,愛しい,4,遮二無二,2,そば,2,みる,10,うれしい,1,どう,10,人,14,,,,
きみ,4,思い出,10,緊張,4,素直,3,,,,,タン,1,,,,,夜,10,(Hi,16,,,見る,17,美しい,4,二度と,2,たま,2,わる,10,かたい,1,どんなに,9,道,13,,,,
そこ,4,ドア,9,鼓動,4,素敵,3,,,,,ドク,1,,,,,日々,8,Dream,16,,,信じる,16,甘い,3,本当に,2,たん,2,あきらめる,9,かなしい,1,たぶん,7,先,12,,,,
どれ,4,永遠,9,体験,4,ひたむき,2,,,,,ハン,1,,,,,すべて,7,LOVE,16,,,忘れる,16,青い,3,いつの間にか,1,てこ,2,あつめる,9,こい,1,やっと,7,光,11,,,,
なに,4,季節,9,ドキドキ,3,まっすぐ,2,,,,,リック,1,,,,,過去,7,POPIPA,16,,,迷う,16,怖い,3,もう少し,1,ひととき,2,つなぐ,9,ずるい,1,ぎゅっと,6,胸,10,,,,
ボク,4,青春,9,ノック,3,まれ,2,,,,,ロー,1,,,,,時間,7,(Yeah,15,,,思う,15,懐かしい,2,グルグル,1,ひまわり,2,できる,8,たまらない,1,やっぱ,6,音,9,,,,
こっち,2,奇跡,8,希望,3,センセーショナル,2,,,,,星,1,,,,,ぜんぶ,6,ChuChu,15,,,止まる,15,嬉しい,2,バラバラ,1,ふた,2,でる,8,ちかい,1,そろそろ,5,涙,9,,,,
そっ,2,思い,8,勝負,3,一途,2,,,,,,,,,,,偶然,5,for,13,,,見つける,14,苦い,2,フワフワ,1,もの,2,きる,7,つめたい,1,たった,4,花,8,,,,
なあに,2,女の子,8,全開,3,決定的,2,,,,,,,,,,,秋,5,High,13,,,出会う,14,寂しい,2,決して,1,あと,1,だせる,7,ふがいない,1,どうして,4,時,6,,,,
あれ,1,ステージ,7,背伸び,3,孤独,2,,,,,,,,,,,全部,5,My,13,,,進む,14,焦れったい,2,思い切り,1,いちど,1,あがる,6,ほこらしい,1,まるで,4,雨,5,,,,
いくつ,1,ミュージック,7,予感,3,真っ直ぐ,2,,,,,,,,,,,一番,4,YOUR,13,,,会える,13,心強い,2,時々,1,いね,1,いく,6,ほしい,1,もうすぐ,4,奥,5,,,,
ここら,1,メロディ,7,お願い,2,不安,2,,,,,,,,,,,朝,4,Hi),12,,,終わる,13,淡い,2,時に,1,うさぎ,1,つく,6,もったいない,1,もしも,4,髪,5,,,,
だれ,1,言葉,7,ちょっと,2,不確か,2,,,,,,,,,,,午後,3,PIPOPA,12,,,輝く,12,冷たい,2,正々堂々,1,うちわ,1,のばす,6,やるせない,1,ゆっくり,4,輪,5,,,,
なん,1,向こう,7,タッチ,2,平和,2,,,,,,,,,,,春,3,Song,12,,,笑う,12,眩しい,2,正に,1,うつつ,1,はしゃぐ,6,,,ありのまま,3,唄,4,,,,
よそ,1,シャン,6,ダッシュ,2,無理,2,,,,,,,,,,,全て,3,Hello,11,,,届ける,12,温かい,1,,,うねり,1,ちる,5,,,いざ,3,形,4,,,,
何処,1,ハート,6,ダンス,2,しとやか,1,,,,,,,,,,,途中,3,TIME,11,,,見つめる,11,何気ない,1,,,おんなじ,1,とまる,5,,,いちばん,3,肩,4,,,,
皆,1,運命,6,フライング,2,そんな,1,,,,,,,,,,,冬,3,DREAMING,10,,,知る,11,楽しい,1,,,かな,1,ぬける,5,,,ときどき,3,指,4,,,,
,,情熱,6,プレゼント,2,どんな,1,,,,,,,,,,,たくさん,2,Jumpin,10,,,落ちる,11,近い,1,,,からだ,1,かみしめる,4,,,どきどき,3,次,4,,,,
,,世界中,6,加速,2,ガチガチ,1,,,,,,,,,,,遠く,2,lalala,10,,,唄う,10,苦しい,1,,,からっぽ,1,つかまえる,4,,,いっぱい,2,雪,4,,,,
,,想い,6,加熱,2,キレイ,1,,,,,,,,,,,休日,2,Sing,10,,,繋ぐ,10,激しい,1,,,くちびる,1,はぐれる,4,,,きらきら,2,窓,4,,,,
,,日常,6,我慢,2,ダメ,1,,,,,,,,,,,月曜,2,(Jumpin,9,,,向かう,10,誇らしい,1,,,ぐるり,1,はじける,4,,,こっそり,2,虹,4,,,,
,,物語,6,感動,2,メイン,1,,,,,,,,,,,八月,2,and,9,,,生きる,10,照れくさい,1,,,けなげ,1,もらう,4,,,これから,2,絆,4,,,,
,,無敵,6,挫折,2,メンタル,1,,,,,,,,,,,あと,1,Party,9,,,誓う,10,上手い,1,,,このまま,1,やる,4,,,こんなに,2,嘘,3,,,,
,,夜空,6,準備,2,一心不乱,1,,,,,,,,,,,いちばん,1,Yeah,9,,,奏でる,10,深い,1,,,こんなに,1,わかる,4,,,たとえ,2,雲,3,,,,
,,ハネ,5,衝動,2,永遠,1,,,,,,,,,,,その日,1,ぎ,9,,,夢みる,10,蒼い,1,,,さら,1,わける,4,,,とびきり,2,駅,3,,,,
,,最高,5,心配,2,可能,1,,,,,,,,,,,それぞれ,1,BanG_Dream,8,,,決める,9,尊い,1,,,しずく,1,あたためる,3,,,どうか,2,鞄,3,,,,
,,少女,5,想像,2,完全,1,,,,,,,,,,,一生,1,ChaCha,8,,,振り向く,9,大きい,1,,,たこ,1,かける,3,,,なんて,2,鍵,3,,,,
,,太陽,5,吐息,2,苦手,1,,,,,,,,,,,一夜,1,CRY),8,,,探す,9,短い,1,,,ただ,1,かじる,3,,,まず,2,耳,3,,,,
,,男の子,5,うるうる,1,軽やか,1,,,,,,,,,,,去年,1,delight,8,,,伝える,9,恥ずかしい,1,,,つぼみ,1,きがえる,3,,,まっすぐ,2,色,3,,,,
,,宝物,5,おしゃべり,1,健やか,1,,,,,,,,,,,近く,1,Jump,8,,,飛びだす,9,忙しい,1,,,ぬくもり,1,きらめく,3,,,ゆらゆら,2,神,3,,,,
,,本当,5,おんぶ,1,健気,1,,,,,,,,,,,金曜,1,Lapse,8,,,抱く,9,無い,1,,,ひと,1,こぼれおちる,3,,,わくわく,2,身,3,,,,
,,カン,4,お礼,1,元気,1,,,,,,,,,,,金曜日,1,light,8,,,来る,9,眩い,1,,,ひとみ,1,こる,3,,,あと,1,袖,3,,,,
,,クリスマス,4,ざわざわ,1,淑やか,1,,,,,,,,,,,現在,1,Lock,8,,,離す,9,,,,,びら,1,そる,3,,,いつしか,1,体,3,,,,
,,ケイ,4,まわり道,1,正直,1,,,,,,,,,,,今年,1,NON,8,,,会う,8,,,,,ふたつ,1,だす,3,,,きらり,1,箱,3,,,,
,,限界,4,もらい泣き,1,鮮やか,1,,,,,,,,,,,今夜,1,PAPPING,8,,,回る,8,,,,,ふたり,1,だまる,3,,,くらくら,1,扉,3,,,,
,,最強,4,キャッチ,1,前向き,1,,,,,,,,,,,最近,1,(Yes,7,,,祈る,8,,,,,ほのか,1,つくる,3,,,くるくる,1,陽,3,,,,
,,仲間,4,ケンカ,1,退屈,1,,,,,,,,,,,真っすぐ,1,Friends,7,,,見上げる,8,,,,,ぽんぽん,1,つながる,3,,,こう,1,和,3,,,,
,,背中,4,サイン,1,必要,1,,,,,,,,,,,真夜中,1,Let,7,,,集める,8,,,,,まち,1,はじまる,3,,,こんなにも,1,ガ,2,,,,
,,魔法,4,ニコニコ,1,不可能,1,,,,,,,,,,,精一杯,1,PA,7,,,出会える,8,,,,,まま,1,はねる,3,,,こんなふうに,1,セ,2,,,,
,,ギター,3,バック,1,不思議,1,,,,,,,,,,,日曜日,1,Photograph,7,,,届く,8,,,,,ままごと,1,ひろげる,3,,,さ,1,飴,2,,,,
,,サヨナラ,3,パレード,1,本気,1,,,,,,,,,,,半分,1,s,7,,,放つ,8,,,,,みつ,1,ふむ,3,,,しゃんしゃん,1,下,2,,,,
,,タイム,3,フラッシュ,1,摩訶不思議,1,,,,,,,,,,,毎日,1,Wink,7,,,解き放つ,7,,,,,もち,1,まかせる,3,,,しんしん,1,外,2,,,,
,,ネジ,3,リクエスト,1,密やか,1,,,,,,,,,,,夕暮れ,1,Wish,7,,,叫ぶ,7,,,,,りんご,1,みつける,3,,,せめて,1,弧,2,,,,
,,井戸,3,意味,1,夢中,1,,,,,,,,,,,来週,1,Yes,7,,,合わせる,7,,,,,,,めくるめく,3,,,ただただ,1,傘,2,,,,
,,一口,3,覚醒,1,無邪気,1,,,,,,,,,,,刹那,1,チカラ,7,,,咲く,7,,,,,,,よる,3,,,ちょっぴり,1,姿,2,,,,
,,一人ぼっち,3,感激,1,無茶,1,,,,,,,,,,,,,(Flyin,6,,,止める,7,,,,,,,わすれる,3,,,ともに,1,青,2,,,,
,,果て,3,感謝,1,愉快,1,,,,,,,,,,,,,(HEADS,6,,,変わる,7,,,,,,,あける,2,,,なお,1,赤,2,,,,
,,歌声,3,願望,1,曖昧,1,,,,,,,,,,,,,CLAP,6,,,抱きしめる,7,,,,,,,あげる,2,,,なぜ,1,損,2,,,,
,,願い,3,嬉し泣き,1,,,,,,,,,,,,,,,CRY(NO,6,,,違う,6,,,,,,,いける,2,,,なんだか,1,波,2,,,,
,,輝き,3,寄り道,1,,,,,,,,,,,,,,,FEELING,6,,,溢れる,6,,,,,,,おきる,2,,,なんとか,1,背,2,,,,
,,教室,3,休止,1,,,,,,,,,,,,,,,Flyin,6,,,教える,6,,,,,,,かかる,2,,,なんにも,1,壁,2,,,,
,,戸惑い,3,胸騒ぎ,1,,,,,,,,,,,,,,,HANDS,6,,,繋がる,6,,,,,,,かきあげる,2,,,にっこり,1,右,1,,,,
,,祭り,3,禁断,1,,,,,,,,,,,,,,,Hi,6,,,向く,6,,,,,,,かきわける,2,,,はじめて,1,羽,1,,,,
,,始まり,3,駆け引き,1,,,,,,,,,,,,,,,Home,6,,,始まる,6,,,,,,,かまう,2,,,はるか,1,影,1,,,,
,,時代,3,計測,1,,,,,,,,,,,,,,,Kiss,6,,,生まれる,6,,,,,,,かわる,2,,,ばんばん,1,暇,1,,,,
,,出会い,3,決定,1,,,,,,,,,,,,,,,Lalalala,6,,,増える,6,,,,,,,きく,2,,,ひらひら,1,芽,1,,,,
,,神様,3,呼吸,1,,,,,,,,,,,,,,,me,6,,,遊ぶ,6,,,,,,,くる,2,,,ふたたび,1,海,1,,,,
,,人生,3,交差,1,,,,,,,,,,,,,,,oh,6,,,揺れる,6,,,,,,,ける,2,,,ふと,1,絵,1,,,,
,,速度,3,散歩,1,,,,,,,,,,,,,,,Sky,6,,,握る,5,,,,,,,こう,2,,,ふらふら,1,街,1,,,,
,,大人,3,授業,1,,,,,,,,,,,,,,,SO,6,,,気づく,5,,,,,,,こえる,2,,,ふわふわ,1,学,1,,,,
,,彼方,3,出陣,1,,,,,,,,,,,,,,,street,6,,,気付く,5,,,,,,,こぼれる,2,,,ぶらり,1,缶,1,,,,
,,放課後,3,焦燥,1,,,,,,,,,,,,,,,TALALALALALALALA,6,,,響く,5,,,,,,,さけぶ,2,,,ほっと,1,机,1,,,,
,,名前,3,深呼吸,1,,,,,,,,,,,,,,,TO,6,,,駆ける,5,,,,,,,さめる,2,,,ほんと,1,既,1,,,,
,,友だち,3,制,1,,,,,,,,,,,,,,,You,6,,,撃ち抜く,5,,,,,,,しれる,2,,,また,1,輝,1,,,,
,,両手,3,成長,1,,,,,,,,,,,,,,,(ChaCha,5,,,見える,5,,,,,,,そう,2,,,まだまだ,1,菊,1,,,,
,,３つ,2,前進,1,,,,,,,,,,,,,,,BanG,5,,,呼ぶ,5,,,,,,,だきしめる,2,,,めらめら,1,丘,1,,,,
,,お菓子,2,誕生,1,,,,,,,,,,,,,,,Check,5,,,集まる,5,,,,,,,ちゃう,2,,,もしかして,1,橋,1,,,,
,,アワ,2,断続,1,,,,,,,,,,,,,,,CiRCLING,5,,,伸ばす,5,,,,,,,つづく,2,,,やっぱり,1,鏡,1,,,,
,,イニシャル,2,仲直り,1,,,,,,,,,,,,,,,DREAM),5,,,震える,5,,,,,,,つめこむ,2,,,,,曲,1,,,,
,,オバケ,2,通学,1,,,,,,,,,,,,,,,Dreamers,5,,,突き抜ける,5,,,,,,,とぶ,2,,,,,靴,1,,,,
,,クリ,2,熱狂,1,,,,,,,,,,,,,,,Forever,5,,,飛ぶ,5,,,,,,,とまどう,2,,,,,月,1,,,,
,,コード,2,燃焼,1,,,,,,,,,,,,,,,GROWING,5,,,微笑む,5,,,,,,,とらわれる,2,,,,,幻,1,,,,
,,コルネット,2,買い物,1,,,,,,,,,,,,,,,IN,5,,,歩く,5,,,,,,,ぬけだす,2,,,,,左,1,,,,
,,ジェネレーション,2,発表,1,,,,,,,,,,,,,,,Masquerade,5,,,鳴らす,5,,,,,,,のせる,2,,,,,砂,1,,,,
,,スター,2,変身,1,,,,,,,,,,,,,,,MEMORIES,5,,,踊る,5,,,,,,,のる,2,,,,,志,1,,,,
,,ステップ,2,冒険,1,,,,,,,,,,,,,,,on,5,,,離れる,5,,,,,,,はじめる,2,,,,,舟,1,,,,
,,ハイ,2,魅惑,1,,,,,,,,,,,,,,,out,5,,,愛す,4,,,,,,,はやる,2,,,,,鐘,1,,,,
,,ハモ,2,了解,1,,,,,,,,,,,,,,,POPPING,5,,,越える,4,,,,,,,はる,2,,,,,上,1,,,,
,,ハラ,2,連続,1,,,,,,,,,,,,,,,T,5,,,開ける,4,,,,,,,ひむ,2,,,,,針,1,,,,
,,バディ,2,話,1,,,,,,,,,,,,,,,Train,5,,,覚える,4,,,,,,,ひらく,2,,,,,西,1,,,,
,,ファイト,2,彷徨,1,,,,,,,,,,,,,,,イ,5,,,願う,4,,,,,,,ひる,2,,,,,席,1,,,,
,,ホップ,2,,,,,,,,,,,,,,,,,サプライズ,5,,,気がつく,4,,,,,,,ぶつかる,2,,,,,蝉,1,,,,
,,ユメ,2,,,,,,,,,,,,,,,,,ススメ,5,,,起きる,4,,,,,,,ほどく,2,,,,,他,1,,,,
,,ヨコ,2,,,,,,,,,,,,,,,,,(Just,4,,,詰まる,4,,,,,,,まわる,2,,,,,蝶,1,,,,
,,ライバル,2,,,,,,,,,,,,,,,,,(Love,4,,,考える,4,,,,,,,もぐ,2,,,,,底,1,,,,
,,ラッシュ,2,,,,,,,,,,,,,,,,,(Maybe,4,,,拾う,4,,,,,,,やすむ,2,,,,,答,1,,,,
,,リボン,2,,,,,,,,,,,,,,,,,(POPIPA,4,,,重ねる,4,,,,,,,やむ,2,,,,,瞳,1,,,,
,,リン,2,,,,,,,,,,,,,,,,,(Sing,4,,,昇る,4,,,,,,,やめる,2,,,,,謎,1,,,,
,,一直線,2,,,,,,,,,,,,,,,,,(Snow,4,,,吹く,4,,,,,,,ゆずれる,2,,,,,舞,1,,,,
,,雨上がり,2,,,,,,,,,,,,,,,,,BEAT,4,,,踏みだす,4,,,,,,,ゆれる,2,,,,,腹,1,,,,
,,横顔,2,,,,,,,,,,,,,,,,,Believe,4,,,入れる,4,,,,,,,よせる,2,,,,,脈,1,,,,
,,感情,2,,,,,,,,,,,,,,,,,Breakthrough,4,,,負ける,4,,,,,,,あこがれる,1,,,,,門,1,,,,
,,眼差し,2,,,,,,,,,,,,,,,,,CLAPPING,4,,,変える,4,,,,,,,あつまる,1,,,,,柳,1,,,,
,,気分,2,,,,,,,,,,,,,,,,,DANCE,4,,,抑える,4,,,,,,,あてる,1,,,,,友,1,,,,
,,祈り,2,,,,,,,,,,,,,,,,,Day,4,,,立ち止まる,4,,,,,,,ありふれる,1,,,,,力,1,,,,
,,決め,2,,,,,,,,,,,,,,,,,DON,4,,,立つ,4,,,,,,,あるく,1,,,,,隣,1,,,,
,,幸せ,2,,,,,,,,,,,,,,,,,FLY,4,,,かき集める,3,,,,,,,いざなう,1,,,,,鈴,1,,,,
,,校舎,2,,,,,,,,,,,,,,,,,It,4,,,押す,3,,,,,,,いろどる,1,,,,,霊,1,,,,
,,高らか,2,,,,,,,,,,,,,,,,,Missing,4,,,開く,3,,,,,,,うずまく,1,,,,,恋,1,,,,
,,混じりけ,2,,,,,,,,,,,,,,,,,mode,4,,,確かめる,3,,,,,,,うちあける,1,,,,,,,,,,
,,砂時計,2,,,,,,,,,,,,,,,,,name,4,,,叶う,3,,,,,,,うつ,1,,,,,,,,,,
,,最後,2,,,,,,,,,,,,,,,,,NANANANANANANA,4,,,巻く,3,,,,,,,うねる,1,,,,,,,,,,
,,指先,2,,,,,,,,,,,,,,,,,Now,4,,,帰る,3,,,,,,,おくる,1,,,,,,,,,,
,,自身,2,,,,,,,,,,,,,,,,,of,4,,,駆け抜ける,3,,,,,,,おくれる,1,,,,,,,,,,
,,七色,2,,,,,,,,,,,,,,,,,Over,4,,,見せる,3,,,,,,,おりる,1,,,,,,,,,,
,,手紙,2,,,,,,,,,,,,,,,,,Poppin,4,,,光る,3,,,,,,,かえる,1,,,,,,,,,,
,,手前,2,,,,,,,,,,,,,,,,,SAKURA,4,,,広げる,3,,,,,,,かかげる,1,,,,,,,,,,
,,純情,2,,,,,,,,,,,,,,,,,Search,4,,,咲かせる,3,,,,,,,かけあう,1,,,,,,,,,,
,,女子,2,,,,,,,,,,,,,,,,,SHINING,4,,,始める,3,,,,,,,かさねる,1,,,,,,,,,,
,,勝ち,2,,,,,,,,,,,,,,,,,Smile,4,,,失う,3,,,,,,,かざす,1,,,,,,,,,,
,,身体,2,,,,,,,,,,,,,,,,,STAR,4,,,守る,3,,,,,,,きかせる,1,,,,,,,,,,
,,制服,2,,,,,,,,,,,,,,,,,Step),4,,,出る,3,,,,,,,くすぐる,1,,,,,,,,,,
,,晴れ,2,,,,,,,,,,,,,,,,,Sweet,4,,,巡る,3,,,,,,,くばる,1,,,,,,,,,,
,,戦場,2,,,,,,,,,,,,,,,,,キモチ,4,,,照らす,3,,,,,,,こぐ,1,,,,,,,,,,
,,線路,2,,,,,,,,,,,,,,,,,ティアドロップス,4,,,触れる,3,,,,,,,こめる,1,,,,,,,,,,
,,全身全霊,2,,,,,,,,,,,,,,,,,バチバチ,4,,,晴れる,3,,,,,,,ころぶ,1,,,,,,,,,,
,,全力,2,,,,,,,,,,,,,,,,,ヒミツ,4,,,醒める,3,,,,,,,さえずる,1,,,,,,,,,,
,,地図,2,,,,,,,,,,,,,,,,,ミラクル,4,,,切り開く,3,,,,,,,さがす,1,,,,,,,,,,
,,電車,2,,,,,,,,,,,,,,,,,レボリューション,4,,,組む,3,,,,,,,ささやく,1,,,,,,,,,,
,,答え,2,,,,,,,,,,,,,,,,,(Circling!),3,,,挑める,3,,,,,,,さる,1,,,,,,,,,,
,,熱情,2,,,,,,,,,,,,,,,,,(Dreamers,3,,,聴く,3,,,,,,,しく,1,,,,,,,,,,
,,負け,2,,,,,,,,,,,,,,,,,(Haaah,3,,,秘める,3,,,,,,,しまう,1,,,,,,,,,,
,,夢見,2,,,,,,,,,,,,,,,,,(HUU,3,,,描く,3,,,,,,,すぎる,1,,,,,,,,,,
,,無限,2,,,,,,,,,,,,,,,,,(Love!),3,,,舞う,3,,,,,,,すくう,1,,,,,,,,,,
,,迷路,2,,,,,,,,,,,,,,,,,(Our,3,,,聞く,3,,,,,,,そうなる,1,,,,,,,,,,
,,友情,2,,,,,,,,,,,,,,,,,(Peace!),3,,,膨らむ,3,,,,,,,そろう,1,,,,,,,,,,
,,浴衣,2,,,,,,,,,,,,,,,,,(POPPING,3,,,眠る,3,,,,,,,たぎる,1,,,,,,,,,,
,,流星,2,,,,,,,,,,,,,,,,,ARE,3,,,立ちあがる,3,,,,,,,たぐる,1,,,,,,,,,,
,,５つ,1,,,,,,,,,,,,,,,,,catch,3,,,流れる,3,,,,,,,ためらう,1,,,,,,,,,,
,,お互い,1,,,,,,,,,,,,,,,,,CRY,3,,,零れる,3,,,,,,,たりる,1,,,,,,,,,,
,,お腹,1,,,,,,,,,,,,,,,,,Dear,3,,,連れる,3,,,,,,,だく,1,,,,,,,,,,
,,またたく間,1,,,,,,,,,,,,,,,,,DREAM(NO,3,,,涸れる,3,,,,,,,つかむ,1,,,,,,,,,,
,,アーチ,1,,,,,,,,,,,,,,,,,Emotion,3,,,煌めく,3,,,,,,,つづる,1,,,,,,,,,,
,,アイス,1,,,,,,,,,,,,,,,,,Everyday,3,,,スる,2,,,,,,,つなげる,1,,,,,,,,,,
,,イエス,1,,,,,,,,,,,,,,,,,Final,3,,,育つ,2,,,,,,,つぶやく,1,,,,,,,,,,
,,イタズラ,1,,,,,,,,,,,,,,,,,Fun,3,,,育てる,2,,,,,,,つむ,1,,,,,,,,,,
,,イベント,1,,,,,,,,,,,,,,,,,Future,3,,,引く,2,,,,,,,つめる,1,,,,,,,,,,
,,イマジネーション,1,,,,,,,,,,,,,,,,,Heart,3,,,羽ばたく,2,,,,,,,つる,1,,,,,,,,,,
,,カスタネット,1,,,,,,,,,,,,,,,,,Hirameki,3,,,映す,2,,,,,,,とめる,1,,,,,,,,,,
,,カメラ,1,,,,,,,,,,,,,,,,,Initial,3,,,寄る,2,,,,,,,とる,1,,,,,,,,,,
,,カラオケ,1,,,,,,,,,,,,,,,,,Joy,3,,,泣きじゃくる,2,,,,,,,とろける,1,,,,,,,,,,
,,カレー,1,,,,,,,,,,,,,,,,,JUMPING,3,,,響かせる,2,,,,,,,ならべる,1,,,,,,,,,,
,,キャンドル,1,,,,,,,,,,,,,,,,,Kirameki,3,,,経つ,2,,,,,,,ぬぐ,1,,,,,,,,,,
,,キャンバス,1,,,,,,,,,,,,,,,,,Knocking,3,,,結ぶ,2,,,,,,,のぞく,1,,,,,,,,,,
,,ケース,1,,,,,,,,,,,,,,,,,Make(wa,3,,,見つけだす,2,,,,,,,のぼる,1,,,,,,,,,,
,,ゲーム,1,,,,,,,,,,,,,,,,,oh...,3,,,見渡す,2,,,,,,,はいる,1,,,,,,,,,,
,,コーヒー,1,,,,,,,,,,,,,,,,,oh...Time,3,,,言える,2,,,,,,,はずむ,1,,,,,,,,,,
,,コトバ,1,,,,,,,,,,,,,,,,,Our,3,,,枯れる,2,,,,,,,ひるむ,1,,,,,,,,,,
,,コロッケ,1,,,,,,,,,,,,,,,,,Peace,3,,,誤魔化す,2,,,,,,,ひろがる,1,,,,,,,,,,
,,コン,1,,,,,,,,,,,,,,,,,PRIDE(NO,3,,,交わる,2,,,,,,,ふさぐ,1,,,,,,,,,,
,,シグナル,1,,,,,,,,,,,,,,,,,PRIDE),3,,,向ける,2,,,,,,,ふみだす,1,,,,,,,,,,
,,ジグザグ,1,,,,,,,,,,,,,,,,,Returns(,3,,,行ける,2,,,,,,,ふる,1,,,,,,,,,,
,,スコア,1,,,,,,,,,,,,,,,,,Scope,3,,,降り注ぐ,2,,,,,,,ふるえる,1,,,,,,,,,,
,,スズメ,1,,,,,,,,,,,,,,,,,SHINE,3,,,高鳴る,2,,,,,,,ふるわせる,1,,,,,,,,,,
,,スピード,1,,,,,,,,,,,,,,,,,"Shine,",3,,,刻む,2,,,,,,,ぶらさげる,1,,,,,,,,,,
,,スペシャル,1,,,,,,,,,,,,,,,,,sky),3,,,告げる,2,,,,,,,へる,1,,,,,,,,,,
,,スマイル,1,,,,,,,,,,,,,,,,,Start,3,,,腰かける,2,,,,,,,ほどける,1,,,,,,,,,,
,,タンバリン,1,,,,,,,,,,,,,,,,,STILL,3,,,混ざる,2,,,,,,,まう,1,,,,,,,,,,
,,チーズ,1,,,,,,,,,,,,,,,,,Surprise,3,,,挫ける,2,,,,,,,まつ,1,,,,,,,,,,
,,チョコ,1,,,,,,,,,,,,,,,,,THEY,3,,,残る,2,,,,,,,まもる,1,,,,,,,,,,
,,テンション,1,,,,,,,,,,,,,,,,,WHAT,3,,,仕掛ける,2,,,,,,,みつかる,1,,,,,,,,,,
,,トナカイ,1,,,,,,,,,,,,,,,,,World,3,,,思いこむ,2,,,,,,,むかう,1,,,,,,,,,,
,,ドリンク,1,,,,,,,,,,,,,,,,,ょ,3,,,治る,2,,,,,,,めがける,1,,,,,,,,,,
,,バー,1,,,,,,,,,,,,,,,,,エクスペリエンス,3,,,捨てる,2,,,,,,,めぐりあう,1,,,,,,,,,,
,,バイ,1,,,,,,,,,,,,,,,,,ガールズコード,3,,,取る,2,,,,,,,めぐる,1,,,,,,,,,,
,,バター,1,,,,,,,,,,,,,,,,,キセキ,3,,,受け取る,2,,,,,,,もつ,1,,,,,,,,,,
,,バナナ,1,,,,,,,,,,,,,,,,,シ,3,,,祝う,2,,,,,,,ゆう,1,,,,,,,,,,
,,バンド,1,,,,,,,,,,,,,,,,,シアワセ,3,,,潤む,2,,,,,,,ゆく,1,,,,,,,,,,
,,パーティー,1,,,,,,,,,,,,,,,,,ゼンブ,3,,,書く,2,,,,,,,よくばる,1,,,,,,,,,,
,,パスタ,1,,,,,,,,,,,,,,,,,チョココロネ,3,,,招く,2,,,,,,,よみがえる,1,,,,,,,,,,
,,パン,1,,,,,,,,,,,,,,,,,テ,3,,,上がる,2,,,,,,,よろこぶ,1,,,,,,,,,,
,,ヒゲ,1,,,,,,,,,,,,,,,,,ハピネス,3,,,食べる,2,,,,,,,わかつ,1,,,,,,,,,,
,,ヒント,1,,,,,,,,,,,,,,,,,ミライ,3,,,震わす,2,,,,,,,わく,1,,,,,,,,,,
,,フィルム,1,,,,,,,,,,,,,,,,,ル,3,,,震わせる,2,,,,,,,わたす,1,,,,,,,,,,
,,ブロック,1,,,,,,,,,,,,,,,,,(Believe),2,,,戦う,2,,,,,,,わたる,1,,,,,,,,,,
